,Number of data used,Monte_Carlo_Run,Iteration,Num_Experiments,Target_Measurements,Target_IterBest,Target_CumBest,Initial_Data
33,random,1,13,14,[152.22068911320298],152.22068911320298,163.68216005041552,
34,random,1,14,15,[153.76270622403183],153.76270622403183,163.68216005041552,
35,random,1,15,16,[120.14447039437856],120.14447039437856,163.68216005041552,
36,random,1,16,17,[139.78164266941704],139.78164266941704,163.68216005041552,
37,random,1,17,18,[109.58044587207594],109.58044587207594,163.68216005041552,
38,random,1,18,19,[106.22927448999997],106.22927448999997,163.68216005041552,
39,random,1,19,20,[147.0022769034152],147.0022769034152,163.68216005041552,
40,random,2,0,1,[142.37274889861231],142.37274889861231,142.37274889861231,
41,random,2,1,2,[139.34604170468722],139.34604170468722,142.37274889861231,
42,random,2,2,3,[134.92790723134476],134.92790723134476,142.37274889861231,
43,random,2,3,4,[157.3709982220219],157.3709982220219,157.3709982220219,
44,random,2,4,5,[162.45475186999536],162.45475186999536,162.45475186999536,
45,random,2,5,6,[144.37198284311458],144.37198284311458,162.45475186999536,
46,random,2,6,7,[141.99720450911195],141.99720450911195,162.45475186999536,
47,random,2,7,8,[106.22927448999997],106.22927448999997,162.45475186999536,
48,random,2,8,9,[139.77718748970685],139.77718748970685,162.45475186999536,
49,random,2,9,10,[172.9382536276803],172.9382536276803,172.9382536276803,
50,random,2,10,11,[138.6573753120435],138.6573753120435,172.9382536276803,
51,random,2,11,12,[145.3396217994108],145.3396217994108,172.9382536276803,
52,random,2,12,13,[121.70683253959652],121.70683253959652,172.9382536276803,
53,random,2,13,14,[142.00747890081215],142.00747890081215,172.9382536276803,
54,random,2,14,15,[134.14889825638772],134.14889825638772,172.9382536276803,
55,random,2,15,16,[156.19085691648428],156.19085691648428,172.9382536276803,
56,random,2,16,17,[151.04621599946466],151.04621599946466,172.9382536276803,
57,random,2,17,18,[148.9973261341777],148.9973261341777,172.9382536276803,
58,random,2,18,19,[144.96028373864337],144.96028373864337,172.9382536276803,
59,random,2,19,20,[119.5667350783483],119.5667350783483,172.9382536276803,
60,random,3,0,1,[128.29589493037537],128.29589493037537,128.29589493037537,
61,random,3,1,2,[133.96956615054],133.96956615054,133.96956615054,
62,random,3,2,3,[143.75696615970708],143.75696615970708,143.75696615970708,
63,random,3,3,4,[134.92790723134476],134.92790723134476,143.75696615970708,
64,random,3,4,5,[122.9576937349564],122.9576937349564,143.75696615970708,
65,random,3,5,6,[139.8889943859047],139.8889943859047,143.75696615970708,
66,random,3,6,7,[148.72605678839184],148.72605678839184,148.72605678839184,
67,random,3,7,8,[113.43623595623639],113.43623595623639,148.72605678839184,
68,random,3,8,9,[149.57831360708985],149.57831360708985,149.57831360708985,
69,random,3,9,10,[151.04621599946466],151.04621599946466,151.04621599946466,
70,random,3,10,11,[135.00685581032218],135.00685581032218,151.04621599946466,
71,random,3,11,12,[157.2601275502924],157.2601275502924,157.2601275502924,
72,random,3,12,13,[142.00747890081215],142.00747890081215,157.2601275502924,
73,random,3,13,14,[123.93811332092741],123.93811332092741,157.2601275502924,
74,random,3,14,15,[137.6825662628294],137.6825662628294,157.2601275502924,
75,random,3,15,16,[146.13669614786681],146.13669614786681,157.2601275502924,
76,random,3,16,17,[122.3984434787847],122.3984434787847,157.2601275502924,
77,random,3,17,18,[142.37274889861231],142.37274889861231,157.2601275502924,
78,random,3,18,19,[106.22927448999997],106.22927448999997,157.2601275502924,
79,random,3,19,20,[143.56320631279337],143.56320631279337,157.2601275502924,
80,random,4,0,1,[121.70683253959652],121.70683253959652,121.70683253959652,
81,random,4,1,2,[148.38798148885505],148.38798148885505,148.38798148885505,
82,random,4,2,3,[83.16394518020324],83.16394518020324,148.38798148885505,
83,random,4,3,4,[113.78737139047261],113.78737139047261,148.38798148885505,
84,random,4,4,5,[153.81739983748278],153.81739983748278,153.81739983748278,
85,random,4,5,6,[172.9382536276803],172.9382536276803,172.9382536276803,
86,random,4,6,7,[123.8089980191226],123.8089980191226,172.9382536276803,
87,random,4,7,8,[144.37198284311458],144.37198284311458,172.9382536276803,
88,random,4,8,9,[145.51819311471445],145.51819311471445,172.9382536276803,
89,random,4,9,10,[137.90638877821684],137.90638877821684,172.9382536276803,
90,random,4,10,11,[120.14447039437856],120.14447039437856,172.9382536276803,
91,random,4,11,12,[134.92790723134476],134.92790723134476,172.9382536276803,
92,random,4,12,13,[141.23533652070077],141.23533652070077,172.9382536276803,
93,random,4,13,14,[143.50927187424523],143.50927187424523,172.9382536276803,
94,random,4,14,15,[150.79684372186182],150.79684372186182,172.9382536276803,
95,random,4,15,16,[147.49402922192442],147.49402922192442,172.9382536276803,
96,random,4,16,17,[164.95783085754786],164.95783085754786,172.9382536276803,
97,random,4,17,18,[137.6825662628294],137.6825662628294,172.9382536276803,
98,random,4,18,19,[127.64440554317409],127.64440554317409,172.9382536276803,
99,random,4,19,20,[127.23817967487085],127.23817967487085,172.9382536276803,
0,0,0,0,1,[164.95783085754786],164.95783085754786,164.95783085754786,
1,0,0,1,2,[141.23533652070077],141.23533652070077,164.95783085754786,
2,0,0,2,3,[139.77718748970685],139.77718748970685,164.95783085754786,
3,0,0,3,4,[106.22927448999997],106.22927448999997,164.95783085754786,
4,0,0,4,5,[119.10061804970184],119.10061804970184,164.95783085754786,
5,0,0,5,6,[141.99720450911195],141.99720450911195,164.95783085754786,
6,0,0,6,7,[152.22068911320298],152.22068911320298,164.95783085754786,
7,0,0,7,8,[163.68216005041552],163.68216005041552,164.95783085754786,
8,0,0,8,9,[122.0447716941213],122.0447716941213,164.95783085754786,
9,0,0,9,10,[158.1333799161532],158.1333799161532,164.95783085754786,
10,0,0,10,11,[151.04621599946466],151.04621599946466,164.95783085754786,
11,0,0,11,12,[166.22193370353094],166.22193370353094,166.22193370353094,
12,0,0,12,13,[153.76270622403183],153.76270622403183,166.22193370353094,
13,0,0,13,14,[121.92929330241844],121.92929330241844,166.22193370353094,
14,0,0,14,15,[172.10145777143768],172.10145777143768,172.10145777143768,
15,0,0,15,16,[156.29592045921626],156.29592045921626,172.10145777143768,
16,0,0,16,17,[172.9382536276803],172.9382536276803,172.9382536276803,
17,0,0,17,18,[162.45242842752012],162.45242842752012,172.9382536276803,
18,0,0,18,19,[158.10035989792027],158.10035989792027,172.9382536276803,
19,0,0,19,20,[164.58001172560898],164.58001172560898,172.9382536276803,
20,0,1,0,1,[120.14447039437856],120.14447039437856,120.14447039437856,
21,0,1,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,
22,0,1,2,3,[109.58044587207594],109.58044587207594,141.23533652070077,
23,0,1,3,4,[150.35400489203658],150.35400489203658,150.35400489203658,
24,0,1,4,5,[113.43623595623639],113.43623595623639,150.35400489203658,
25,0,1,5,6,[143.1990010858288],143.1990010858288,150.35400489203658,
26,0,1,6,7,[151.04621599946466],151.04621599946466,151.04621599946466,
27,0,1,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,
28,0,1,8,9,[117.25187832749276],117.25187832749276,157.3709982220219,
29,0,1,9,10,[158.1333799161532],158.1333799161532,158.1333799161532,
30,0,1,10,11,[121.92929330241844],121.92929330241844,158.1333799161532,
31,0,1,11,12,[152.22068911320298],152.22068911320298,158.1333799161532,
32,0,1,12,13,[127.64440554317409],127.64440554317409,158.1333799161532,
33,0,1,13,14,[162.45242842752012],162.45242842752012,162.45242842752012,
34,0,1,14,15,[135.00685581032218],135.00685581032218,162.45242842752012,
35,0,1,15,16,[153.76270622403183],153.76270622403183,162.45242842752012,
36,0,1,16,17,[142.20137342601748],142.20137342601748,162.45242842752012,
37,0,1,17,18,[148.9973261341777],148.9973261341777,162.45242842752012,
38,0,1,18,19,[137.6825662628294],137.6825662628294,162.45242842752012,
39,0,1,19,20,[141.99720450911195],141.99720450911195,162.45242842752012,
40,0,2,0,1,[115.70130494335822],115.70130494335822,115.70130494335822,
41,0,2,1,2,[106.22927448999997],106.22927448999997,115.70130494335822,
42,0,2,2,3,[141.23533652070077],141.23533652070077,141.23533652070077,
43,0,2,3,4,[143.1990010858288],143.1990010858288,143.1990010858288,
44,0,2,4,5,[117.69744918762859],117.69744918762859,143.1990010858288,
45,0,2,5,6,[147.49402922192442],147.49402922192442,147.49402922192442,
46,0,2,6,7,[121.92929330241844],121.92929330241844,147.49402922192442,
47,0,2,7,8,[139.77718748970685],139.77718748970685,147.49402922192442,
48,0,2,8,9,[145.51819311471445],145.51819311471445,147.49402922192442,
49,0,2,9,10,[157.3709982220219],157.3709982220219,157.3709982220219,
50,0,2,10,11,[117.25187832749276],117.25187832749276,157.3709982220219,
51,0,2,11,12,[119.10061804970184],119.10061804970184,157.3709982220219,
52,0,2,12,13,[158.1333799161532],158.1333799161532,158.1333799161532,
53,0,2,13,14,[142.20137342601748],142.20137342601748,158.1333799161532,
54,0,2,14,15,[141.99720450911195],141.99720450911195,158.1333799161532,
55,0,2,15,16,[151.04621599946466],151.04621599946466,158.1333799161532,
56,0,2,16,17,[135.00685581032218],135.00685581032218,158.1333799161532,
57,0,2,17,18,[152.22068911320298],152.22068911320298,158.1333799161532,
58,0,2,18,19,[162.45242842752012],162.45242842752012,162.45242842752012,
59,0,2,19,20,[153.76270622403183],153.76270622403183,162.45242842752012,
60,0,3,0,1,[144.96028373864337],144.96028373864337,144.96028373864337,
61,0,3,1,2,[141.23533652070077],141.23533652070077,144.96028373864337,
62,0,3,2,3,[106.22927448999997],106.22927448999997,144.96028373864337,
63,0,3,3,4,[146.13669614786681],146.13669614786681,146.13669614786681,
64,0,3,4,5,[127.64440554317409],127.64440554317409,146.13669614786681,
65,0,3,5,6,[157.3709982220219],157.3709982220219,157.3709982220219,
66,0,3,6,7,[158.1333799161532],158.1333799161532,158.1333799161532,
67,0,3,7,8,[113.43623595623639],113.43623595623639,158.1333799161532,
68,0,3,8,9,[151.04621599946466],151.04621599946466,158.1333799161532,
69,0,3,9,10,[122.0447716941213],122.0447716941213,158.1333799161532,
70,0,3,10,11,[150.35400489203658],150.35400489203658,158.1333799161532,
71,0,3,11,12,[142.20137342601748],142.20137342601748,158.1333799161532,
72,0,3,12,13,[141.99720450911195],141.99720450911195,158.1333799161532,
73,0,3,13,14,[152.22068911320298],152.22068911320298,158.1333799161532,
74,0,3,14,15,[162.45242842752012],162.45242842752012,162.45242842752012,
75,0,3,15,16,[153.76270622403183],153.76270622403183,162.45242842752012,
76,0,3,16,17,[148.9973261341777],148.9973261341777,162.45242842752012,
77,0,3,17,18,[172.9382536276803],172.9382536276803,172.9382536276803,
78,0,3,18,19,[166.22193370353094],166.22193370353094,172.9382536276803,
79,0,3,19,20,[163.68216005041552],163.68216005041552,172.9382536276803,
80,0,4,0,1,[142.37274889861231],142.37274889861231,142.37274889861231,
81,0,4,1,2,[141.23533652070077],141.23533652070077,142.37274889861231,
82,0,4,2,3,[164.95783085754786],164.95783085754786,164.95783085754786,
83,0,4,3,4,[117.25187832749276],117.25187832749276,164.95783085754786,
84,0,4,4,5,[106.22927448999997],106.22927448999997,164.95783085754786,
85,0,4,5,6,[151.04621599946466],151.04621599946466,164.95783085754786,
86,0,4,6,7,[157.3709982220219],157.3709982220219,164.95783085754786,
87,0,4,7,8,[158.1333799161532],158.1333799161532,164.95783085754786,
88,0,4,8,9,[158.10035989792027],158.10035989792027,164.95783085754786,
89,0,4,9,10,[113.43623595623639],113.43623595623639,164.95783085754786,
90,0,4,10,11,[122.0447716941213],122.0447716941213,164.95783085754786,
91,0,4,11,12,[141.99720450911195],141.99720450911195,164.95783085754786,
92,0,4,12,13,[153.76270622403183],153.76270622403183,164.95783085754786,
93,0,4,13,14,[135.00685581032218],135.00685581032218,164.95783085754786,
94,0,4,14,15,[156.29592045921626],156.29592045921626,164.95783085754786,
95,0,4,15,16,[152.22068911320298],152.22068911320298,164.95783085754786,
96,0,4,16,17,[162.45242842752012],162.45242842752012,164.95783085754786,
97,0,4,17,18,[172.9382536276803],172.9382536276803,172.9382536276803,
98,0,4,18,19,[163.68216005041552],163.68216005041552,172.9382536276803,
99,0,4,19,20,[166.22193370353094],166.22193370353094,172.9382536276803,
0,2,0,0,1,[121.70683253959652],121.70683253959652,121.70683253959652,0.0
1,2,0,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,0.0
2,2,0,2,3,[106.22927448999997],106.22927448999997,141.23533652070077,0.0
3,2,0,3,4,[113.43623595623639],113.43623595623639,141.23533652070077,0.0
4,2,0,4,5,[122.0447716941213],122.0447716941213,141.23533652070077,0.0
5,2,0,5,6,[125.78672619143359],125.78672619143359,141.23533652070077,0.0
6,2,0,6,7,[117.25187832749276],117.25187832749276,141.23533652070077,0.0
7,2,0,7,8,[158.1333799161532],158.1333799161532,158.1333799161532,0.0
8,2,0,8,9,[157.3709982220219],157.3709982220219,158.1333799161532,0.0
9,2,0,9,10,[151.04621599946466],151.04621599946466,158.1333799161532,0.0
10,2,0,10,11,[141.99720450911195],141.99720450911195,158.1333799161532,0.0
11,2,0,11,12,[163.68216005041552],163.68216005041552,163.68216005041552,0.0
12,2,0,12,13,[150.35400489203658],150.35400489203658,163.68216005041552,0.0
13,2,0,13,14,[135.00685581032218],135.00685581032218,163.68216005041552,0.0
14,2,0,14,15,[156.29592045921626],156.29592045921626,163.68216005041552,0.0
15,2,0,15,16,[152.22068911320298],152.22068911320298,163.68216005041552,0.0
16,2,0,16,17,[166.22193370353094],166.22193370353094,166.22193370353094,0.0
17,2,0,17,18,[164.95783085754786],164.95783085754786,166.22193370353094,0.0
18,2,0,18,19,[162.45242842752012],162.45242842752012,166.22193370353094,0.0
19,2,0,19,20,[148.9973261341777],148.9973261341777,166.22193370353094,0.0
20,2,0,0,1,[137.6825662628294],137.6825662628294,137.6825662628294,1.0
21,2,0,1,2,[141.23533652070077],141.23533652070077,141.23533652070077,1.0
22,2,0,2,3,[106.22927448999997],106.22927448999997,141.23533652070077,1.0
23,2,0,3,4,[119.10061804970184],119.10061804970184,141.23533652070077,1.0
24,2,0,4,5,[122.0447716941213],122.0447716941213,141.23533652070077,1.0
25,2,0,5,6,[117.25187832749276],117.25187832749276,141.23533652070077,1.0
26,2,0,6,7,[158.1333799161532],158.1333799161532,158.1333799161532,1.0
27,2,0,7,8,[157.3709982220219],157.3709982220219,158.1333799161532,1.0
28,2,0,8,9,[142.20137342601748],142.20137342601748,158.1333799161532,1.0
29,2,0,9,10,[152.22068911320298],152.22068911320298,158.1333799161532,1.0
30,2,0,10,11,[135.00685581032218],135.00685581032218,158.1333799161532,1.0
31,2,0,11,12,[113.43623595623639],113.43623595623639,158.1333799161532,1.0
32,2,0,12,13,[143.56320631279337],143.56320631279337,158.1333799161532,1.0
33,2,0,13,14,[142.7204626430639],142.7204626430639,158.1333799161532,1.0
34,2,0,14,15,[143.75696615970708],143.75696615970708,158.1333799161532,1.0
35,2,0,15,16,[125.78672619143359],125.78672619143359,158.1333799161532,1.0
36,2,0,16,17,[142.37274889861231],142.37274889861231,158.1333799161532,1.0
37,2,0,17,18,[162.45242842752012],162.45242842752012,162.45242842752012,1.0
38,2,0,18,19,[151.04621599946466],151.04621599946466,162.45242842752012,1.0
39,2,0,19,20,[141.99720450911195],141.99720450911195,162.45242842752012,1.0
40,2,0,0,1,[141.23533652070077],141.23533652070077,141.23533652070077,2.0
41,2,0,1,2,[106.22927448999997],106.22927448999997,141.23533652070077,2.0
42,2,0,2,3,[139.77718748970685],139.77718748970685,141.23533652070077,2.0
43,2,0,3,4,[119.10061804970184],119.10061804970184,141.23533652070077,2.0
44,2,0,4,5,[122.0447716941213],122.0447716941213,141.23533652070077,2.0
45,2,0,5,6,[142.20137342601748],142.20137342601748,142.20137342601748,2.0
46,2,0,6,7,[117.25187832749276],117.25187832749276,142.20137342601748,2.0
47,2,0,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,2.0
48,2,0,8,9,[147.49402922192442],147.49402922192442,157.3709982220219,2.0
49,2,0,9,10,[113.43623595623639],113.43623595623639,157.3709982220219,2.0
50,2,0,10,11,[138.36535852769708],138.36535852769708,157.3709982220219,2.0
51,2,0,11,12,[145.51819311471445],145.51819311471445,157.3709982220219,2.0
52,2,0,12,13,[145.3396217994108],145.3396217994108,157.3709982220219,2.0
53,2,0,13,14,[141.5965383612692],141.5965383612692,157.3709982220219,2.0
54,2,0,14,15,[125.78672619143359],125.78672619143359,157.3709982220219,2.0
55,2,0,15,16,[147.0022769034152],147.0022769034152,157.3709982220219,2.0
56,2,0,16,17,[152.22068911320298],152.22068911320298,157.3709982220219,2.0
57,2,0,17,18,[148.72605678839184],148.72605678839184,157.3709982220219,2.0
58,2,0,18,19,[121.70683253959652],121.70683253959652,157.3709982220219,2.0
59,2,0,19,20,[143.75696615970708],143.75696615970708,157.3709982220219,2.0
60,2,0,0,1,[172.10145777143768],172.10145777143768,172.10145777143768,3.0
61,2,0,1,2,[141.23533652070077],141.23533652070077,172.10145777143768,3.0
62,2,0,2,3,[125.78672619143359],125.78672619143359,172.10145777143768,3.0
63,2,0,3,4,[113.43623595623639],113.43623595623639,172.10145777143768,3.0
64,2,0,4,5,[117.25187832749276],117.25187832749276,172.10145777143768,3.0
65,2,0,5,6,[143.1990010858288],143.1990010858288,172.10145777143768,3.0
66,2,0,6,7,[157.3709982220219],157.3709982220219,172.10145777143768,3.0
67,2,0,7,8,[106.22927448999997],106.22927448999997,172.10145777143768,3.0
68,2,0,8,9,[122.0447716941213],122.0447716941213,172.10145777143768,3.0
69,2,0,9,10,[121.92929330241844],121.92929330241844,172.10145777143768,3.0
70,2,0,10,11,[158.1333799161532],158.1333799161532,172.10145777143768,3.0
71,2,0,11,12,[163.68216005041552],163.68216005041552,172.10145777143768,3.0
72,2,0,12,13,[148.9973261341777],148.9973261341777,172.10145777143768,3.0
73,2,0,13,14,[153.76270622403183],153.76270622403183,172.10145777143768,3.0
74,2,0,14,15,[162.45242842752012],162.45242842752012,172.10145777143768,3.0
75,2,0,15,16,[172.9382536276803],172.9382536276803,172.9382536276803,3.0
76,2,0,16,17,[166.22193370353094],166.22193370353094,172.9382536276803,3.0
77,2,0,17,18,[164.95783085754786],164.95783085754786,172.9382536276803,3.0
78,2,0,18,19,[156.29592045921626],156.29592045921626,172.9382536276803,3.0
79,2,0,19,20,[158.10035989792027],158.10035989792027,172.9382536276803,3.0
80,2,0,0,1,[133.96956615054],133.96956615054,133.96956615054,4.0
81,2,0,1,2,[106.22927448999997],106.22927448999997,133.96956615054,4.0
82,2,0,2,3,[143.1990010858288],143.1990010858288,143.1990010858288,4.0
83,2,0,3,4,[141.23533652070077],141.23533652070077,143.1990010858288,4.0
84,2,0,4,5,[125.78672619143359],125.78672619143359,143.1990010858288,4.0
85,2,0,5,6,[117.25187832749276],117.25187832749276,143.1990010858288,4.0
86,2,0,6,7,[157.3709982220219],157.3709982220219,157.3709982220219,4.0
87,2,0,7,8,[119.10061804970184],119.10061804970184,157.3709982220219,4.0
88,2,0,8,9,[121.92929330241844],121.92929330241844,157.3709982220219,4.0
89,2,0,9,10,[147.49402922192442],147.49402922192442,157.3709982220219,4.0
90,2,0,10,11,[122.0447716941213],122.0447716941213,157.3709982220219,4.0
91,2,0,11,12,[142.20137342601748],142.20137342601748,157.3709982220219,4.0
92,2,0,12,13,[145.51819311471445],145.51819311471445,157.3709982220219,4.0
93,2,0,13,14,[138.36535852769708],138.36535852769708,157.3709982220219,4.0
94,2,0,14,15,[145.3396217994108],145.3396217994108,157.3709982220219,4.0
95,2,0,15,16,[141.5965383612692],141.5965383612692,157.3709982220219,4.0
96,2,0,16,17,[138.6573753120435],138.6573753120435,157.3709982220219,4.0
97,2,0,17,18,[147.0022769034152],147.0022769034152,157.3709982220219,4.0
98,2,0,18,19,[143.75696615970708],143.75696615970708,157.3709982220219,4.0
99,2,0,19,20,[142.7204626430639],142.7204626430639,157.3709982220219,4.0
0,4,0,0,1,[83.16394518020324],83.16394518020324,83.16394518020324,0.0
1,4,0,1,2,[106.22927448999997],106.22927448999997,106.22927448999997,0.0
2,4,0,2,3,[141.23533652070077],141.23533652070077,141.23533652070077,0.0
3,4,0,3,4,[143.1990010858288],143.1990010858288,143.1990010858288,0.0
4,4,0,4,5,[117.25187832749276],117.25187832749276,143.1990010858288,0.0
5,4,0,5,6,[119.10061804970184],119.10061804970184,143.1990010858288,0.0
6,4,0,6,7,[157.3709982220219],157.3709982220219,157.3709982220219,0.0
7,4,0,7,8,[147.49402922192442],147.49402922192442,157.3709982220219,0.0
8,4,0,8,9,[138.36535852769708],138.36535852769708,157.3709982220219,0.0
9,4,0,9,10,[113.43623595623639],113.43623595623639,157.3709982220219,0.0
10,4,0,10,11,[145.51819311471445],145.51819311471445,157.3709982220219,0.0
11,4,0,11,12,[142.20137342601748],142.20137342601748,157.3709982220219,0.0
12,4,0,12,13,[152.22068911320298],152.22068911320298,157.3709982220219,0.0
13,4,0,13,14,[147.0022769034152],147.0022769034152,157.3709982220219,0.0
14,4,0,14,15,[145.3396217994108],145.3396217994108,157.3709982220219,0.0
15,4,0,15,16,[148.72605678839184],148.72605678839184,157.3709982220219,0.0
16,4,0,16,17,[135.00685581032218],135.00685581032218,157.3709982220219,0.0
17,4,0,17,18,[121.70683253959652],121.70683253959652,157.3709982220219,0.0
18,4,0,18,19,[143.75696615970708],143.75696615970708,157.3709982220219,0.0
19,4,0,19,20,[142.7204626430639],142.7204626430639,157.3709982220219,0.0
20,4,0,0,1,[113.43623595623639],113.43623595623639,113.43623595623639,1.0
21,4,0,1,2,[106.22927448999997],106.22927448999997,113.43623595623639,1.0
22,4,0,2,3,[139.77718748970685],139.77718748970685,139.77718748970685,1.0
23,4,0,3,4,[122.0447716941213],122.0447716941213,139.77718748970685,1.0
24,4,0,4,5,[141.23533652070077],141.23533652070077,141.23533652070077,1.0
25,4,0,5,6,[117.25187832749276],117.25187832749276,141.23533652070077,1.0
26,4,0,6,7,[125.78672619143359],125.78672619143359,141.23533652070077,1.0
27,4,0,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,1.0
28,4,0,8,9,[158.1333799161532],158.1333799161532,158.1333799161532,1.0
29,4,0,9,10,[142.20137342601748],142.20137342601748,158.1333799161532,1.0
30,4,0,10,11,[143.56320631279337],143.56320631279337,158.1333799161532,1.0
31,4,0,11,12,[151.04621599946466],151.04621599946466,158.1333799161532,1.0
32,4,0,12,13,[142.7204626430639],142.7204626430639,158.1333799161532,1.0
33,4,0,13,14,[147.49402922192442],147.49402922192442,158.1333799161532,1.0
34,4,0,14,15,[152.22068911320298],152.22068911320298,158.1333799161532,1.0
35,4,0,15,16,[135.00685581032218],135.00685581032218,158.1333799161532,1.0
36,4,0,16,17,[143.75696615970708],143.75696615970708,158.1333799161532,1.0
37,4,0,17,18,[138.36535852769708],138.36535852769708,158.1333799161532,1.0
38,4,0,18,19,[142.37274889861231],142.37274889861231,158.1333799161532,1.0
39,4,0,19,20,[148.9973261341777],148.9973261341777,158.1333799161532,1.0
40,4,0,0,1,[143.56320631279337],143.56320631279337,143.56320631279337,2.0
41,4,0,1,2,[106.22927448999997],106.22927448999997,143.56320631279337,2.0
42,4,0,2,3,[141.23533652070077],141.23533652070077,143.56320631279337,2.0
43,4,0,3,4,[83.16394518020324],83.16394518020324,143.56320631279337,2.0
44,4,0,4,5,[113.43623595623639],113.43623595623639,143.56320631279337,2.0
45,4,0,5,6,[117.25187832749276],117.25187832749276,143.56320631279337,2.0
46,4,0,6,7,[142.20137342601748],142.20137342601748,143.56320631279337,2.0
47,4,0,7,8,[143.1990010858288],143.1990010858288,143.56320631279337,2.0
48,4,0,8,9,[157.3709982220219],157.3709982220219,157.3709982220219,2.0
49,4,0,9,10,[119.10061804970184],119.10061804970184,157.3709982220219,2.0
50,4,0,10,11,[147.49402922192442],147.49402922192442,157.3709982220219,2.0
51,4,0,11,12,[151.04621599946466],151.04621599946466,157.3709982220219,2.0
52,4,0,12,13,[138.36535852769708],138.36535852769708,157.3709982220219,2.0
53,4,0,13,14,[148.72605678839184],148.72605678839184,157.3709982220219,2.0
54,4,0,14,15,[135.00685581032218],135.00685581032218,157.3709982220219,2.0
55,4,0,15,16,[145.3396217994108],145.3396217994108,157.3709982220219,2.0
56,4,0,16,17,[147.0022769034152],147.0022769034152,157.3709982220219,2.0
57,4,0,17,18,[145.51819311471445],145.51819311471445,157.3709982220219,2.0
58,4,0,18,19,[121.70683253959652],121.70683253959652,157.3709982220219,2.0
59,4,0,19,20,[142.7204626430639],142.7204626430639,157.3709982220219,2.0
60,4,0,0,1,[106.22927448999997],106.22927448999997,106.22927448999997,3.0
61,4,0,1,2,[83.16394518020324],83.16394518020324,106.22927448999997,3.0
62,4,0,2,3,[143.1990010858288],143.1990010858288,143.1990010858288,3.0
63,4,0,3,4,[141.23533652070077],141.23533652070077,143.1990010858288,3.0
64,4,0,4,5,[113.43623595623639],113.43623595623639,143.1990010858288,3.0
65,4,0,5,6,[117.25187832749276],117.25187832749276,143.1990010858288,3.0
66,4,0,6,7,[119.10061804970184],119.10061804970184,143.1990010858288,3.0
67,4,0,7,8,[157.3709982220219],157.3709982220219,157.3709982220219,3.0
68,4,0,8,9,[158.1333799161532],158.1333799161532,158.1333799161532,3.0
69,4,0,9,10,[121.92929330241844],121.92929330241844,158.1333799161532,3.0
70,4,0,10,11,[150.35400489203658],150.35400489203658,158.1333799161532,3.0
